time,open,high,low,close,Volume
1737102000,20756.5,20762,20750.5,20751.51,284
1737102300,20751.51,20770,20750.51,20764.52,325
1737102600,20764.52,20782.51,20763.01,20782,322
1737102900,20782,20793.51,20778.51,20791.52,330
1737103200,20791.52,20792.51,20783.5,20786.5,322
1737103500,20786.5,20796.02,20785.52,20793.5,246
1737103800,20793.5,20802.51,20790.52,20802.51,278
1737104100,20802.51,20830.01,20799.52,20817,408
1737104400,20817,20841.5,20817,20840,396
1737104700,20840,20881.01,20836.51,20877.51,609
1737105000,20877.51,20904.51,20876.9,20898.52,547
1737105300,20898.52,20910.52,20888.01,20892.51,580
1737105600,20892.51,20898.02,20876.51,20880.51,389
1737105900,20880.51,20894.5,20879.51,20884.52,360
1737106200,20884.52,20891.51,20876.5,20883.5,353
1737106500,20883.5,20889,20873.01,20874.5,309
1737106800,20874.5,20885.52,20874.5,20878.51,268
1737107100,20878.51,20890,20874.5,20876,331
1737107400,20876,20880.02,20867.5,20869.52,318
1737107700,20869.52,20878.51,20867.01,20876.01,227
1737108000,20876.01,20882.52,20869.52,20882.52,307
1737108300,20882.52,20908.5,20878.9,20904,363
1737108600,20904,20905.52,20895.51,20898.51,297
1737108900,20898.51,20900.52,20890.5,20895.5,292
1737109200,20895.5,20898.51,20888.5,20895.01,275
1737109500,20895.01,20897.02,20884.5,20890.52,243
1737109800,20890.52,20891.01,20876,20878.51,301
1737110100,20878.51,20879.02,20867,20870.02,271
1737110400,20870.02,20880,20867.5,20878.01,227
1737110700,20878.01,20891.51,20877,20890.5,312
1737111000,20890.5,20890.51,20844.5,20872.51,831
1737111300,20872.51,20882.51,20869.01,20875.51,455
1737111600,20875.51,20889.02,20875.51,20887.5,330
1737111900,20887.5,20892.51,20884.52,20885.52,198
1737112200,20885.52,20885.52,20879,20884.01,165
1737112500,20884.01,20889.52,20883,20887.52,239
1737112800,20887.52,20888.51,20879.01,20882.5,121
1737113100,20882.5,20884,20876,20883.5,123
1737113400,20883.5,20893.01,20883,20890.02,164
1737113700,20890.02,20899.02,20887.5,20895.02,230
1737114000,20895.02,20900.52,20893.5,20894.52,167
1737114300,20894.52,20899.5,20893.5,20896.52,192
1737114600,20896.52,20896.52,20888.5,20892,211
1737114900,20892,20892.51,20877.01,20882.52,239
1737115200,20882.52,20886.01,20849.01,20854.5,558
1737115500,20854.5,20878.02,20850,20874.51,382
1737115800,20874.51,20883.01,20874.02,20877.52,234
1737116100,20877.52,20880.52,20868.51,20877.01,210
1737116400,20877.01,20882,20874,20874.52,256
1737116700,20874.52,20883,20873.52,20878.52,193
1737117000,20878.52,20880.51,20871.5,20877.01,140
1737117300,20877.01,20884.52,20876.5,20878.51,154
1737117600,20878.51,20879.52,20870.5,20878.5,206
1737117900,20878.5,20884.02,20876,20878.51,188
1737118200,20878.51,20886.02,20878.51,20885.51,153
1737118500,20885.51,20890.02,20884.52,20887,110
1737118800,20887,20889.52,20874.52,20883.51,216
1737119100,20883.51,20891.01,20883.51,20889.02,160
1737119400,20889.02,20901.5,20889,20897.51,224
1737119700,20897.51,20900.01,20891.5,20896.51,188
1737120000,20896.51,20903.02,20894.5,20896.51,186
1737120300,20896.51,20903.01,20893.5,20893.5,143
1737120600,20893.5,20917.51,20892.02,20909.02,319
1737120900,20909.02,20912,20881.5,20887.52,296
1737121200,20887.52,20902.51,20885.5,20900.52,219
1737121500,20900.52,20903.52,20891.5,20893.5,204
1737121800,20893.5,20898.02,20890,20891.52,147
1737122100,20891.52,20898.51,20889.5,20897.52,210
1737122400,20897.52,20902.01,20892.52,20894.51,267
1737122700,20894.51,20905.01,20891.5,20902.5,272
1737123000,20902.5,20915.5,20901.52,20907.51,223
1737123300,20907.51,20919.01,20907.5,20918.02,232
1737123600,20918.02,20918.52,20903.5,20909.52,246
1737123900,20909.52,20935.02,20904.02,20921.5,636
1737124200,20921.5,20926.51,20900.01,20904.52,802
1737124500,20904.52,20920.02,20904.52,20913.51,471
1737124800,20913.51,20923.52,20911,20918.5,519
1737125100,20918.5,20937.02,20918.5,20934.52,321
1737125400,20934.52,20939.02,20924.51,20930,338
1737125700,20930,20946.02,20929,20938.5,435
1737126000,20938.5,20950,20932.5,20940.5,401
1737126300,20940.5,20948.5,20926,20928.52,435
1737126600,20928.52,20936.52,20923,20926.52,409
1737126900,20926.52,20930.5,20912.5,20914,311
1737127200,20914,20920.51,20909,20911.5,375
1737127500,20911.5,20919.52,20905.02,20917.51,305
1737127800,20917.51,20922.51,20913.52,20918.52,276
1737128100,20918.52,20927,20914.01,20926.51,255
1737128400,20926.51,20930.52,20921.5,20926.51,234
1737128700,20926.51,20932.51,20920.5,20922.51,283
1737129000,20922.51,20930.02,20920,20921.51,277
1737129300,20921.51,20921.52,20913.01,20917.5,172
1737129600,20917.5,20923.02,20913.5,20920,257
1737129900,20920,20932.02,20914,20930.5,274
1737130200,20930.5,20933.51,20927.01,20928.52,237
1737130500,20928.52,20929.52,20923,20927.5,184
1737130800,20927.5,20933.51,20927.5,20930.52,241
1737131100,20930.52,20934.02,20916.51,20920,369
1737131400,20920,20931.52,20918.01,20925,494
1737131700,20925,20934.02,20924.5,20933,354
1737132000,20933,20933,20925,20928.52,334
1737132300,20928.52,20930,20920,20924.51,232
1737132600,20924.51,20926.5,20920,20922.52,243
1737132900,20922.52,20930.51,20919,20926.02,265
1737133200,20926.02,20926.02,20915.67,20917.17,275
1737133500,20917.17,20921.66,20916.65,20919.17,121
1737133800,20919.17,20925.65,20918.65,20925.17,149
1737134100,20925.17,20930.15,20923.15,20929.17,112
1737134400,20929.17,20936.67,20929.16,20933.17,102
1737134700,20933.17,20933.66,20927.16,20927.66,122
1737135000,20927.66,20930.66,20925.15,20926.15,108
1737135300,20926.15,20928.67,20922.65,20925.15,77
1737135600,20925.15,20925.15,20921.15,20923.67,93
1737135900,20923.67,20924.15,20920.65,20922.67,77
1737136200,20922.67,20924.65,20919.66,20921.67,83
1737136500,20921.67,20922.16,20916.65,20921.15,192
1737136800,20921.15,20924.16,20916.66,20919.67,153
1737137100,20919.67,20922.66,20917.66,20917.66,113
1737137400,20917.66,20924.17,20916.65,20918.16,124
1737137700,20918.16,20919.16,20914.65,20915.16,83
1737138000,20915.16,20921.17,20915.16,20916.66,136
1737138300,20916.66,20917.67,20913.65,20913.65,158
1737138600,20913.65,20914.67,20907.65,20908.15,133
1737138900,20908.15,20915.65,20907.67,20914.15,106
1737139200,20914.15,20914.17,20907.65,20910.16,105
1737139500,20910.16,20915.67,20909.65,20909.65,104
1737139800,20909.65,20910.67,20905.66,20908.15,179
1737140100,20908.15,20908.66,20902.16,20908.15,140
1737140400,20908.15,20910.17,20906.16,20907.65,138
1737140700,20907.65,20909.16,20901.65,20905.16,150
1737141000,20905.16,20907.65,20903.15,20907.17,132
1737141300,20907.17,20908.15,20899.65,20900.15,102
1737141600,20900.15,20912.66,20899.66,20912.15,113
1737141900,20912.15,20913.17,20909.15,20909.67,83
1737142200,20909.67,20913.67,20908.15,20913.67,120
1737142500,20913.67,20920.67,20913.67,20915.67,56
1737142800,20915.67,20917.67,20913.15,20916.16,113
1737143100,20916.16,20918.66,20912.15,20912.66,55
1737143400,20912.66,20913.65,20905.15,20905.16,98
1737143700,20905.16,20908.16,20903.15,20905.15,74
1737144000,20905.15,20905.15,20894.15,20898.66,186
1737144300,20898.66,20905.15,20898.15,20905.15,70
1737144600,20905.15,20908.65,20905.15,20906.17,101
1737144900,20906.17,20909.17,20905.15,20907.16,99
1737145200,20907.16,20913.17,20906.17,20911.67,95
1737145500,20911.67,20911.67,20901.15,20904.17,115
1737145800,20904.17,20912.16,20904.17,20912.16,160
1737146100,20912.16,20914.16,20910.16,20914.16,88
1737146400,20914.16,20920.66,20910.65,20920.16,97
1737146700,20920.16,20933.65,20918.15,20922.15,225
1737147000,20922.15,20926.66,20913.65,20923.17,200
1737147300,20923.17,20923.17,20909.65,20916.41,442
1737333000,20916.41,20916.41,20900.79,20905.54,39
1737333300,20905.54,20911.06,20905.54,20908.04,44
1737333600,20908.04,20909.55,20903.79,20904.54,101
1737333900,20904.54,20904.81,20900.06,20904.79,38
1737334200,20904.79,20912.81,20904.06,20912.79,61
1737334500,20912.79,20920.54,20912.79,20917.81,47
1737334800,20917.81,20921.04,20914.54,20918.55,91
1737335100,20918.55,20933.56,20918.55,20933.04,85
1737335400,20933.04,20935.04,20923.81,20930.56,66
1737335700,20930.56,20931.06,20919.04,20920.55,88
1737336000,20920.55,20924.79,20917.54,20922.05,77
1737336300,20922.05,20922.56,20917.54,20919.56,108
1737336600,20919.56,20920.55,20914.8,20920.54,66
1737336900,20920.54,20924.81,20920.54,20924.8,70
1737337200,20924.8,20924.81,20920.55,20922.54,45
1737337500,20922.54,20929.56,20922.54,20928.54,40
1737337800,20928.54,20928.56,20925.79,20926.81,36
1737338100,20926.81,20926.81,20923.79,20925.54,27
1737338400,20925.54,20926.81,20920.54,20921.55,43
1737338700,20921.55,20922.54,20916.81,20920.56,112
1737339000,20920.56,20921.56,20918.05,20918.55,96
1737339300,20918.55,20922.06,20918.04,20922.06,80
1737339600,20922.06,20922.56,20920.05,20922.55,58
1737339900,20922.55,20925.55,20921.54,20922.79,36
1737340200,20922.79,20928.04,20922.79,20926.06,25
1737340500,20926.06,20928.81,20926.06,20928.81,19
1737340800,20928.81,20929.81,20925.55,20929.56,43
1737341100,20929.56,20929.56,20924.81,20924.81,33
1737341400,20924.81,20924.81,20918.06,20919.54,65
1737341700,20919.54,20925.56,20918.54,20922.05,100
1737342000,20922.05,20924.79,20920.54,20923.56,54
1737342300,20923.56,20925.56,20920.04,20924.8,84
1737342600,20924.8,20927.8,20922.56,20927.55,26
1737342900,20927.55,20936.56,20926.79,20935.54,67
1737343200,20935.54,20937.56,20935.06,20937.06,42
1737343500,20937.06,20937.06,20930.04,20930.06,145
1737343800,20930.06,20934.06,20928.55,20931.04,94
1737344100,20931.04,20931.04,20922.8,20922.8,23
1737344400,20922.8,20928.56,20922.8,20928.56,17
1737344700,20928.56,20929.54,20924.54,20925.54,36
1737345000,20925.54,20929.04,20925.05,20926.55,22
1737345300,20926.55,20937.8,20926.06,20937.8,50
1737345600,20937.8,20944.06,20937.8,20943.04,48
1737345900,20943.04,20945.04,20939.54,20941.06,82
1737346200,20941.06,20942.55,20937.54,20937.54,46
1737346500,20937.54,20940.06,20937.04,20937.54,19
1737346800,20937.54,20937.56,20933.54,20935.04,28
1737347100,20935.04,20936.06,20932.04,20932.04,56
1737347400,20932.04,20932.06,20929.04,20929.54,50
1737347700,20929.54,20930.56,20929.04,20929.04,41
1737348000,20929.04,20931.06,20929.04,20930.55,26
1737348300,20930.55,20931.55,20929.05,20931.55,48
1737348600,20931.55,20936.06,20931.04,20936.04,50
1737348900,20936.04,20936.06,20934.05,20936.05,23
1737349200,20936.05,20936.06,20933.56,20935.56,33
1737349500,20935.56,20938.55,20935.56,20936.56,38
1737349800,20936.56,20937.55,20936.54,20937.04,25
1737350100,20937.04,20937.06,20934.05,20935.05,49
1737350400,20935.05,20939.55,20935.05,20939.06,25
1737350700,20939.06,20939.55,20937.04,20938.55,29
1737351000,20938.55,20939.56,20938.04,20939.55,17
1737351300,20939.55,20940.56,20937.04,20937.06,41
1737351600,20937.06,20942.06,20937.04,20942.04,64
1737351900,20942.04,20942.05,20938.04,20938.54,51
1737352200,20938.54,20940.06,20938.54,20940.05,17
1737352500,20940.05,20946.05,20940.04,20945.04,46
1737352800,20945.04,20946.06,20939.55,20939.55,49
1737353100,20939.55,20939.55,20929.04,20929.04,96
1737353400,20929.04,20930.05,20923.55,20924.06,77
1737353700,20924.06,20928.55,20920.55,20928.55,50
1737354000,20928.55,20929.55,20926.54,20929.06,39
1737354300,20929.06,20929.06,20921.54,20924.05,82
1737354600,20924.05,20929.06,20924.04,20924.04,93
1737354900,20924.04,20925.05,20914.8,20916.55,92
1737355200,20916.55,20916.55,20907.55,20914.55,75
1737355500,20914.55,20918.04,20912.54,20912.54,48
1737355800,20912.54,20917.04,20909.04,20914.55,44
1737356100,20914.55,20920.06,20913.56,20913.8,44
1737356400,20913.8,20920.04,20912.06,20918.55,142
1737356700,20918.55,20928.04,20915.06,20924.05,181
1737357000,20924.05,20926.54,20916.05,20917.05,159
1737357300,20917.05,20918.05,20912.04,20914.55,94
1737357600,20914.55,20923.55,20913.54,20921.04,133
1737357900,20921.04,20922.06,20911.06,20914.56,97
1737358200,20914.56,20921.06,20913.06,20921.06,89
1737358500,20921.06,20928.56,20918.54,20925.05,145
1737358800,20925.05,20926.05,20921.54,20923.56,136
1737359100,20923.56,20926.55,20917.05,20922.56,186
1737359400,20922.56,20932.05,20920.04,20920.04,125
1737359700,20920.04,20923.55,20912.04,20914.05,232
1737360000,20914.05,20938.41,20912.39,20936.41,1061
1737360300,20936.41,20949.91,20930.9,20948.39,558
1737360600,20948.39,20957.41,20942.9,20951.4,530
1737360900,20951.4,20953.41,20926.41,20933.41,444
1737361200,20933.41,20937.39,20923.89,20925.4,474
1737361500,20925.4,20933.41,20910.89,20915.39,418
1737361800,20915.39,20930.89,20914.89,20928.89,410
1737362100,20928.89,20936.91,20923.9,20932.4,325
1737362400,20932.4,20933.4,20918.39,20921.91,471
1737362700,20921.91,20926.89,20916.9,20924.41,376
1737363000,20924.41,20932.41,20920.39,20932.4,381
1737363300,20932.4,20937.89,20930.89,20933.4,310
1737363600,20933.4,20943.41,20926.4,20939.39,384
1737363900,20939.39,20946.91,20937.4,20941.39,371
1737364200,20941.39,20945.91,20939.9,20939.91,301
1737364500,20939.91,20946.39,20932.89,20939.39,404
1737364800,20939.39,20945.41,20935.89,20943.39,290
1737365100,20943.39,20945.39,20936.9,20943.91,287
1737365400,20943.91,20946.41,20933.9,20933.9,200
1737365700,20933.9,20937.91,20932.39,20934.4,214
1737366000,20934.4,20945.4,20932.89,20944.91,207
1737366300,20944.91,20947.9,20932.89,20932.91,232
1737366600,20932.91,20941.91,20931.89,20941.41,192
1737366900,20941.41,20945.41,20939.39,20940.4,222
1737367200,20940.4,20949.91,20940.39,20942.4,241
1737367500,20942.4,20944.39,20933.9,20937.89,247
1737367800,20937.89,20942.41,20933.89,20937.41,292
1737368100,20937.41,20941.39,20928.39,20935.4,341
1737368400,20935.4,20949.9,20934.4,20948.4,182
1737368700,20948.4,20948.41,20938.9,20942.39,236
1737369000,20942.39,20945.91,20932.9,20937.41,273
1737369300,20937.41,20938.41,20927.89,20929.4,152
1737369600,20929.4,20940.4,20928.91,20938.91,199
1737369900,20938.91,20943.9,20936.39,20940.91,241
1737370200,20940.91,20942.9,20935.89,20937.91,240
1737370500,20937.91,20941.39,20934.89,20936.41,191
1737370800,20936.41,20946.91,20935.9,20945.4,181
1737371100,20945.4,20947.91,20939.89,20947.41,230
1737371400,20947.41,20947.41,20936.39,20937.9,257
1737371700,20937.9,20939.41,20930.39,20932.89,162
1737372000,20932.89,20937.4,20930.89,20930.89,246
1737372300,20930.89,20933.4,20929.89,20931.39,136
1737372600,20931.39,20936.41,20929.91,20935.91,232
1737372900,20935.91,20941.9,20931.89,20939.9,202
1737373200,20939.9,20940.41,20934.41,20935.9,207
1737373500,20935.9,20936.91,20927.4,20928.89,146
1737373800,20928.89,20928.89,20923.91,20924.89,152
1737374100,20924.89,20925.91,20917.89,20919.91,177
1737374400,20919.91,20927.39,20919.39,20926.41,192
1737374700,20926.41,20934.4,20926.4,20929.39,189
1737375000,20929.39,20932.39,20923.39,20923.89,270
1737375300,20923.89,20934.41,20921.9,20929.41,340
1737375600,20929.41,20930.41,20924.39,20925.89,250
1737375900,20925.89,20928.91,20922.9,20928.4,248
1737376200,20928.4,20936.91,20927.9,20935.41,280
1737376500,20935.41,20938.91,20934.39,20937.4,213
1737376800,20937.4,20941.91,20935.4,20940.89,205
1737377100,20940.89,20944.9,20938.41,20938.41,165
1737377400,20938.41,20940.9,20930.91,20936.4,210
1737377700,20936.4,20936.9,20929.89,20932.39,164
1737378000,20932.39,20934.41,20927.89,20930.41,330
1737378300,20930.41,20933.41,20924.39,20924.41,241
1737378600,20924.41,20927.91,20920.9,20924.39,205
1737378900,20924.39,20931.91,20924.39,20925.91,163
1737379200,20925.91,20927.91,20921.89,20922.4,187
1737379500,20922.4,20926.41,20916.39,20917.4,269
1737379800,20917.4,21044.91,20905.39,21043.41,2738
1737380100,21043.41,21043.9,20985.81,21008.41,1138
1737380400,21008.41,21021.91,20982.39,21009.91,697
1737380700,21009.91,21033.39,21007.39,21018.4,641
1737381000,21018.4,21037.9,21017.39,21036.4,712
1737381300,21036.4,21059.41,21028.39,21048.9,713
1737381600,21048.9,21070.39,21046.41,21062.9,606
1737381900,21062.9,21064.9,21033.9,21038.41,597
1737382200,21038.41,21041.91,21020.39,21024.91,441
1737382500,21024.91,21045.4,21023.89,21044.4,430
1737382800,21044.4,21057.4,21038.39,21050.41,485
1737383100,21050.41,21059.41,21043.89,21053.9,388
1737383400,21053.9,21058.39,21047.41,21054.39,552
1737383700,21054.39,21060.91,21045.91,21055.39,462
1737384000,21055.39,21080.89,21047.39,21078.9,826
1737384300,21078.9,21080.41,21062.89,21065.41,540
1737384600,21065.41,21070.41,21060.89,21069.4,413
1737384900,21069.4,21074.41,21055.9,21061.41,403
1737385200,21061.41,21061.41,21042.89,21052.39,515
1737385500,21052.39,21069.41,21052.39,21061.91,319
1737385800,21061.91,21069.4,21056.41,21061.9,384
1737386100,21061.9,21063.4,21044.89,21053.91,352
1737386400,21053.91,21054.39,21043.4,21048.4,450
1737386700,21048.4,21051.41,21042.91,21049.4,327
1737387000,21049.4,21051.4,21035.39,21036.89,353
1737387300,21036.89,21043.41,21032.39,21033.4,312
1737387600,21033.4,21034.41,21012.9,21016.4,424
1737387900,21016.4,21021.4,21007.4,21017.41,511
1737388200,21017.41,21022.41,21015.39,21020.4,308
1737388500,21020.4,21032.41,21016.91,21029.41,246
1737388800,21029.41,21040.41,21024.39,21034.41,423
1737389100,21034.41,21038.9,21026.4,21026.4,266
1737389400,21026.4,21028.9,21014.39,21019.4,253
1737389700,21019.4,21020.41,21012.39,21017.39,253
1737390000,21017.39,21027.91,21017.39,21024.4,394
1737390300,21024.4,21031.89,21020.41,21028.9,326
1737390600,21028.9,21037.41,21014.91,21015.91,394
1737390900,21015.91,21021.41,21008.89,21012.89,322
1737391200,21012.89,21019.39,21008.39,21017.89,206
1737391500,21017.89,21021.41,21015.39,21017.4,116
1737391800,21017.4,21020.91,21014.9,21018.41,190
1737392100,21018.41,21018.41,21010.39,21011.39,175
1737392400,21011.39,21020.06,21009.05,21015.04,196
1737392700,21015.04,21015.04,20996.05,21004.06,239
1737393000,21004.06,21012.05,21003.05,21005.05,184
1737393300,21005.05,21013.05,21004.56,21013.04,162
1737393600,21013.04,21022.56,20977.56,20978.05,348
1737393900,20978.05,20996.06,20905.06,20969.8,2231
1737394200,20969.8,20992.55,20965.8,20990.04,581
1737394500,20990.04,21011.04,20990.04,21009.79,367
1737394800,21009.79,21020.54,20997.8,21001.54,402
1737395100,21001.54,21009.55,20998.05,21007.06,198
1737395400,21007.06,21019.04,21000.79,21018.55,213
1737395700,21018.55,21018.55,21003.54,21005.56,168
1737396000,21005.56,21007.55,20997.79,21004.56,60
1737396300,21004.56,21007.54,21001.79,21001.8,47
1737396600,21001.8,21005.05,20999.55,21002.04,48
1737396900,21002.04,21002.56,20992.79,20992.79,68
1737397200,20992.79,20996.06,20987.79,20987.79,43
1737397500,20987.79,20991.56,20985.8,20988.8,46
1737397800,20988.8,20988.81,20978.55,20984.79,66
1737398100,20984.79,20993.54,20984.79,20991.8,44
1737398400,20991.8,21002.55,20991.79,21000.56,35
1737398700,21000.56,21005.54,20998.55,21005.06,44
1737399000,21005.06,21013.55,21004.55,21004.55,69
1737399300,21004.55,21004.55,20998.56,21000.55,18
1737399600,21000.55,21004.56,20999.79,21002.8,28
1737399900,21002.8,21004.56,21001.79,21002.54,26
1737400200,21002.54,21004.56,20992.55,20993.56,31
1737400500,20993.56,20994.8,20987.55,20994.8,41
1737400800,20994.8,21005.56,20994.8,21005.05,60
1737401100,21005.05,21009.06,21005.05,21008.56,23
1737401400,21008.56,21009.56,21004.79,21006.04,29
1737401700,21006.04,21006.05,20999.55,21003.04,56
1737402000,21003.04,21009.54,21003.04,21009.04,23
1737402300,21009.04,21016.55,21008.55,21014.54,26
1737402600,21014.54,21017.56,21014.06,21017.05,22
1737402900,21017.05,21017.05,21016.54,21016.54,3
1737403200,21016.54,21016.55,21013.79,21014.04,17
1737403500,21014.04,21019.06,21013.55,21018.05,39
1737403800,21018.05,21020.54,21018.05,21019.55,26
1737404100,21019.55,21019.55,21016.81,21017.8,19
1737404400,21017.8,21019.56,21017.8,21019.55,11
1737404700,21019.55,21020.56,21016.8,21017.81,23
1737405000,21017.81,21018.06,21010.54,21018.06,83
1737405300,21018.06,21028.55,21016.06,21028.06,41
1737405600,21028.06,21035.56,21027.04,21033.55,54
1737405900,21033.55,21047.55,21029.54,21043.54,110
1737406200,21043.54,21045.55,21036.56,21037.81,72
1737406500,21037.81,21047.06,21036.8,21044.8,150
1737419400,21044.8,21065.52,21044.8,21064.52,24
1737419700,21064.52,21064.52,21054.28,21056.02,42
1737420000,21056.02,21057.28,21046.28,21055.28,73
1737420300,21055.28,21063.02,21045.29,21046.29,76
1737420600,21046.29,21046.29,20967.27,20977.27,334
1737420900,20977.27,20983.29,20917.28,20917.28,170
1737421200,20917.28,20936.29,20889.03,20936.29,152
1737421500,20936.29,20948.29,20930.27,20938.28,100
1737421800,20938.28,20962.29,20937.28,20946.28,133
1737422100,20946.28,20966.04,20946.27,20953.27,45
1737422400,20953.27,20970.28,20953.27,20956.28,59
1737422700,20956.28,20989.03,20944.29,20967.27,165
1737423000,20967.27,20971.28,20963.27,20969.29,22
1737423300,20969.29,20969.29,20953.27,20962.29,42
1737423600,20962.29,20978.29,20962.27,20975.29,56
1737423900,20975.29,20980.29,20967.28,20969.27,57
1737424200,20969.27,20986.29,20967.27,20982.27,68
1737424500,20982.27,20991.29,20980.27,20982.28,61
1737424800,20982.28,21006.28,20982.28,21004.27,63
1737425100,21004.27,21008.29,21001.29,21005.28,72
1737425400,21005.28,21008.27,20999.27,21000.28,48
1737425700,21000.28,21000.28,20993.29,20995.27,44
1737426000,20995.27,21004.28,20994.27,21002.27,56
1737426300,21002.27,21003.28,20994.28,20996.28,40
1737426600,20996.28,21000.28,20990.27,20997.27,64
1737426900,20997.27,20997.29,20992.03,20996.28,55
1737427200,20996.28,21004.29,20995.28,20996.28,39
1737427500,20996.28,21005.28,20996.28,21005.28,19
1737427800,21005.28,21005.28,20992.28,20994.28,33
1737428100,20994.28,20998.29,20994.28,20997.27,14
1737428400,20997.27,21008.29,20996.27,21007.28,35
1737428700,21007.28,21007.28,21000.27,21006.28,45
1737429000,21006.28,21019.28,21006.28,21018.27,55
1737429300,21018.27,21027.27,21018.27,21027.27,25
1737429600,21027.27,21030.29,21022.04,21030.29,51
1737429900,21030.29,21031.28,21028.27,21030.29,19
1737430200,21030.29,21035.02,21029.29,21034.03,46
1737430500,21034.03,21034.03,21013.28,21015.29,68
1737430800,21015.29,21016.04,21010.27,21012.27,34
1737431100,21012.27,21012.29,21004.03,21005.28,21
1737431400,21005.28,21005.28,21000.27,21005.28,24
1737431700,21005.28,21011.28,21004.27,21004.27,21
1737432000,21004.27,21006.29,20996.27,20996.28,39
1737432300,20996.28,20999.03,20996.27,20997.29,16
1737432600,20997.29,20999.29,20996.52,20999.29,34
1737432900,20999.29,21002.29,20995.03,21002.29,29
1737433200,21002.29,21007.03,21002.29,21004.29,38
1737433500,21004.29,21004.29,20989.28,20990.27,40
1737433800,20990.27,20990.27,20983.27,20989.29,33
1737434100,20989.29,20989.29,20979.29,20983.27,30
1737434400,20983.27,20986.02,20982.54,20985.28,25
1737434700,20985.28,20986.53,20978.03,20980.04,44
1737435000,20980.04,20983.54,20975.28,20975.28,63
1737435300,20975.28,20975.28,20969.03,20974.03,54
1737435600,20974.03,20983.02,20974.03,20978.29,59
1737435900,20978.29,20983.04,20975.27,20980.04,71
1737436200,20980.04,20980.04,20975.03,20975.27,21
1737436500,20975.27,20976.04,20967.04,20968.02,37
1737436800,20968.02,20972.28,20968.02,20972.27,38
1737437100,20972.27,20973.03,20966.02,20967.53,28
1737437400,20967.53,20967.54,20953.02,20956.02,66
1737437700,20956.02,20968.54,20956.02,20967.03,66
1737438000,20967.03,20973.03,20967.02,20973.03,38
1737438300,20973.03,20976.04,20971.03,20971.27,32
1737438600,20971.27,20971.27,20964.27,20964.28,44
1737438900,20964.28,20967.04,20960.28,20966.02,39
1737439200,20966.02,20969.04,20962.03,20963.03,63
1737439500,20963.03,20964.02,20954.54,20961.27,52
1737439800,20961.27,20965.02,20958.52,20965.02,37
1737440100,20965.02,20968.03,20960.04,20961.03,38
1737440400,20961.03,20963.03,20959.02,20959.28,42
1737440700,20959.28,20959.28,20953.02,20953.54,48
1737441000,20953.54,20954.53,20938.52,20940.27,84
1737441300,20940.27,20944.03,20927.54,20943.02,94
1737441600,20943.02,20951.29,20942.02,20942.54,54
1737441900,20942.54,20942.54,20932.03,20937.04,74
1737442200,20937.04,20942.29,20932.52,20934.02,72
1737442500,20934.02,20949.54,20934.02,20948.52,44
1737442800,20948.52,20963.52,20939.04,20956.04,345
1737443100,20956.04,20965.04,20945.52,20946.54,233
1737443400,20946.54,20964.54,20946.03,20962.54,162
1737443700,20962.54,20963.53,20948.52,20949.53,105
1737444000,20949.53,20957.53,20945.02,20948.02,180
1737444300,20948.02,20973.54,20948.02,20969.02,150
1737444600,20969.02,20987.03,20963.03,20982.52,216
1737444900,20982.52,20993.04,20977.02,20981.03,204
1737445200,20981.03,20986.53,20972.53,20979.03,249
1737445500,20979.03,20979.54,20962.04,20963.52,154
1737445800,20963.52,20972.04,20959.54,20966.54,138
1737446100,20966.54,20973.52,20962.53,20967.53,251
1737446400,20967.53,20972.87,20941.38,20967.89,1145
1737446700,20967.89,20996.89,20964.89,20991.88,700
1737447000,20991.88,20994.39,20976.87,20981.89,498
1737447300,20981.89,20995.89,20976.37,20995.38,458
1737447600,20995.38,21000.39,20983.89,20988.37,279
1737447900,20988.37,21008.39,20986.38,21002.88,368
1737448200,21002.88,21022.39,21002.88,21019.88,380
1737448500,21019.88,21023.87,21005.39,21016.89,330
1737448800,21016.89,21024.89,21009.88,21013.87,321
1737449100,21013.87,21019.89,21009.88,21018.89,300
1737449400,21018.89,21019.89,21007.87,21010.88,264
1737449700,21010.88,21012.89,20993.37,20993.88,326
1737450000,20993.88,21014.87,20993.88,21013.89,423
1737450300,21013.89,21015.88,20995.89,20995.89,317
1737450600,20995.89,21006.89,20995.88,21006.88,425
1737450900,21006.88,21006.88,20975.87,20978.87,340
1737451200,20978.87,20989.37,20972.87,20986.88,385
1737451500,20986.88,20988.88,20975.87,20983.38,244
1737451800,20983.38,21000.37,20978.87,20994.88,261
1737452100,20994.88,20997.89,20978.88,20982.87,268
1737452400,20982.87,20991.38,20978.88,20978.88,315
1737452700,20978.88,20987.39,20975.38,20985.89,231
1737453000,20985.89,20996.38,20984.38,20993.87,180
1737453300,20993.87,21007.39,20993.87,21006.89,226
1737453600,21006.89,21027.89,21006.89,21014.89,455
1737453900,21014.89,21021.88,21010.37,21015.87,353
1737454200,21015.87,21024.89,21009.37,21009.88,309
1737454500,21009.88,21010.39,20999.27,21004.88,286
1737454800,21004.88,21011.38,21001.87,21005.39,286
1737455100,21005.39,21009.89,20995.87,21004.89,283
1737455400,21004.89,21015.89,21003.87,21014.88,314
1737455700,21014.88,21017.89,21009.87,21011.87,340
1737456000,21011.87,21014.89,21005.89,21012.88,232
1737456300,21012.88,21017.88,21006.38,21012.38,247
